timestamp,open,high,low,close,volume
2023-03-10,5.2125,5.2169,5.1806,5.2143,1588144
2023-03-13,5.2546,5.2746,5.2295,5.2681,1435967
2023-03-14,5.3188,5.3552,5.2009,5.2649,1512482
2023-03-15,5.2489,5.2959,5.225,5.2303,1570149
2023-03-16,5.1604,5.168,5.1369,5.1593,1568673
2023-03-17,4.945,4.982,4.9015,4.9762,1363436
2023-03-20,4.9362,4.9959,4.9312,4.9729,1448578
2023-03-21,4.8544,4.9366,4.8342,4.9183,1389801
2023-03-22,4.9168,4.9395,4.8812,4.9238,1391611
2023-03-23,4.9253,4.9382,4.9063,4.9199,1519958
2023-03-24,4.8474,4.8974,4.8434,4.8526,1515721
2023-03-27,4.8205,4.8244,4.777,4.8218,1320509
2023-03-28,4.8575,4.8687,4.8372,4.8533,1401084
2023-03-29,4.8857,4.9255,4.8645,4.8682,1581441
2023-03-30,4.7708,4.8238,4.7629,4.8114,1593236
2023-03-31,4.7353,4.7833,4.7294,4.7639,1563043
2023-04-03,4.8239,4.875,4.7923,4.8055,1402448
2023-04-04,4.8299,4.8591,4.8014,4.8248,1506797
2023-04-05,4.8591,4.8616,4.8489,4.8491,1580604
2023-04-06,4.8176,4.8611,4.8164,4.8412,1488052
2023-04-07,4.928,4.9559,4.863,4.8951,1459688
2023-04-10,4.9065,4.9115,4.8821,4.9049,1441041
2023-04-11,5.0791,5.1469,5.0544,5.0857,1519715
2023-04-12,5.0338,5.0777,5.0251,5.0555,1569258
2023-04-13,5.0125,5.0548,4.9713,5.0091,1640016
2023-04-14,5.133,5.1516,5.1213,5.1301,1490230
2023-04-17,5.1246,5.1427,5.0854,5.1283,1507096
2023-04-18,5.1128,5.1287,5.0556,5.0758,1380566
2023-04-19,5.1373,5.1395,5.0985,5.1101,1596474
2023-04-20,4.9487,4.9562,4.9469,4.9497,1455923
2023-04-21,4.97,4.9846,4.9304,4.984,1625212
2023-04-24,4.9777,5.0066,4.9678,4.9885,1454067
2023-04-25,5.0177,5.0399,5.0003,5.0105,1511431
2023-04-26,4.8931,4.9731,4.8914,4.9573,1575148
2023-04-27,5.0595,5.0684,5.0232,5.0528,1546771
2023-04-28,5.0727,5.1278,5.0643,5.0783,1342751
2023-05-01,5.1296,5.1297,5.035,5.08,1517262
2023-05-02,5.1191,5.1607,5.1012,5.1091,1554433
2023-05-03,5.0484,5.0893,4.9935,5.0526,1744861
2023-05-04,5.0475,5.0621,5.0347,5.0465,1663169
2023-05-05,4.9297,4.9848,4.9168,4.9442,1688014
2023-05-08,4.8553,4.8721,4.8299,4.871,1622303
2023-05-09,4.8925,4.9012,4.8829,4.8939,1696045
2023-05-10,4.8593,4.9056,4.8531,4.9048,1589071
2023-05-11,4.959,4.9619,4.9208,4.9588,1479607
2023-05-12,4.8775,4.9351,4.8758,4.9156,1535513
2023-05-15,4.8943,4.9585,4.8823,4.9106,1634247
2023-05-16,4.8496,4.8725,4.8324,4.866,1558039
2023-05-17,4.9018,4.9062,4.8597,4.886,1605469
2023-05-18,4.9782,4.9875,4.9169,4.9423,1603125
2023-05-19,5.0525,5.0678,5.0009,5.0193,1739944
2023-05-22,5.0509,5.0655,5.0071,5.062,1416006
2023-05-23,5.0032,5.0455,4.9872,5.0084,1530990
2023-05-24,5.0264,5.0284,5.0022,5.0253,1654484
2023-05-25,4.9587,4.9674,4.9438,4.9549,1627751
2023-05-26,4.8506,4.8925,4.8198,4.8253,1820904
2023-05-29,4.8544,4.8911,4.8386,4.839,1738555
2023-05-30,4.8466,4.856,4.8357,4.8465,1687183
2023-05-31,4.9429,4.9505,4.845,4.899,1628087
2023-06-01,4.9786,4.9918,4.9424,4.9576,1692416
2023-06-02,4.9162,4.9402,4.8608,4.8743,1675684
2023-06-05,4.8134,4.8539,4.7759,4.8143,1570530
2023-06-06,4.8286,4.8702,4.7738,4.8153,1626475
2023-06-07,4.8295,4.834,4.7931,4.8215,1749224
2023-06-08,4.855,4.8667,4.8479,4.8505,1737772
2023-06-09,4.7413,4.77,4.7205,4.7637,1720212
2023-06-12,4.7543,4.7654,4.7152,4.7481,1856966
2023-06-13,4.7603,4.7935,4.7568,4.792,1648900
2023-06-14,4.9314,4.9347,4.9187,4.9219,1700561
2023-06-15,4.8765,4.8838,4.8104,4.8372,1797760
2023-06-16,4.976,4.9887,4.899,4.9491,1832388
2023-06-19,4.9379,4.963,4.9282,4.9302,1681722
2023-06-20,4.8267,4.8349,4.8202,4.8324,1770783
2023-06-21,4.9423,4.9672,4.9123,4.9241,1720744
2023-06-22,4.8291,4.8706,4.8031,4.8517,1670627
2023-06-23,4.7477,4.7969,4.7357,4.7736,1757586
2023-06-26,4.7941,4.847,4.764,4.8224,1696235
2023-06-27,4.903,4.9239,4.8263,4.8934,1830557
2023-06-28,4.8693,4.9293,4.8546,4.8985,1788525
2023-06-29,4.8636,4.8745,4.8193,4.8497,1739753
2023-06-30,4.7728,4.7857,4.7054,4.7498,1854444
2023-07-03,4.7729,4.8068,4.7489,4.7572,1873951
2023-07-04,4.6026,4.6205,4.5932,4.6042,1706063
2023-07-05,4.5208,4.542,4.4726,4.5114,1627619
2023-07-06,4.554,4.604,4.5523,4.5788,1700124
2023-07-07,4.6235,4.6478,4.6109,4.6187,1764763
2023-07-10,4.7351,4.7496,4.6784,4.6981,1564163
2023-07-11,4.7573,4.7755,4.6856,4.7248,1581683
2023-07-12,4.616,4.6586,4.5935,4.6496,1843532
2023-07-13,4.6789,4.6966,4.6733,4.68,1746290
2023-07-14,4.5558,4.5632,4.5292,4.5624,1785721
2023-07-17,4.6264,4.667,4.6028,4.6065,1745763
2023-07-18,4.7011,4.7089,4.6834,4.6947,1696187
2023-07-19,4.627,4.6384,4.6191,4.6287,1760861
2023-07-20,4.6814,4.6965,4.6711,4.6949,1713075
2023-07-21,4.7003,4.709,4.68,4.6966,1812119
2023-07-24,4.6823,4.6862,4.6644,4.6851,1720476
2023-07-25,4.558,4.5941,4.5527,4.5564,1740672
2023-07-26,4.5426,4.5546,4.5206,4.5455,1695983
2023-07-27,4.5741,4.6516,4.5537,4.6,1616472
2023-07-28,4.4986,4.515,4.4838,4.4899,1648617
2023-07-31,4.4681,4.4851,4.4318,4.4585,1751777
2023-08-01,4.4184,4.458,4.4094,4.4137,1619812
2023-08-02,4.3186,4.3673,4.3111,4.3131,1689725
2023-08-03,4.4005,4.4058,4.3521,4.3755,1638901
2023-08-04,4.3979,4.4147,4.3649,4.3756,1648054
2023-08-07,4.4109,4.4142,4.3522,4.3771,1780648
2023-08-08,4.4512,4.4514,4.4332,4.4366,1563412
2023-08-09,4.4065,4.4275,4.3864,4.389,1579217
2023-08-10,4.594,4.6018,4.5682,4.5925,1577969
2023-08-11,4.5404,4.5888,4.5396,4.562,1744607
2023-08-14,4.4633,4.4943,4.4333,4.4873,1681980
2023-08-15,4.5376,4.5619,4.5187,4.5264,1509394
2023-08-16,4.5528,4.6087,4.5464,4.5498,1555018
2023-08-17,4.5002,4.5237,4.4854,4.4886,1598843
2023-08-18,4.3849,4.4625,4.36,4.4319,1584677
2023-08-21,4.4793,4.4974,4.4736,4.4838,1556476
2023-08-22,4.5045,4.5094,4.4852,4.5023,1674808
2023-08-23,4.5207,4.5488,4.5011,4.5289,1523780
2023-08-24,4.5788,4.6066,4.5458,4.5849,1623261
2023-08-25,4.5085,4.588,4.5072,4.547,1585388
2023-08-28,4.6257,4.6327,4.6061,4.6289,1569904
2023-08-29,4.658,4.7076,4.6028,4.6318,1430518
2023-08-30,4.6544,4.702,4.6048,4.68,1496319
2023-08-31,4.6324,4.647,4.6096,4.6217,1672533
2023-09-01,4.6555,4.6759,4.6347,4.6721,1601686
2023-09-04,4.695,4.699,4.6765,4.6922,1440377
2023-09-05,4.8906,4.8991,4.8065,4.8596,1576464
2023-09-06,4.8515,4.9026,4.8372,4.8514,1416216
2023-09-07,4.966,5.0114,4.9494,4.9586,1613125
2023-09-08,5.0193,5.0386,4.9933,5.0054,1489824
2023-09-11,5.1174,5.1237,5.1109,5.1192,1676789
2023-09-12,5.168,5.2069,5.1315,5.1391,1643687
2023-09-13,5.1279,5.1859,5.1146,5.1769,1602074
2023-09-14,5.0134,5.0611,5.0037,5.0217,1448003
2023-09-15,4.8913,4.9369,4.8906,4.9358,1541375
2023-09-18,4.9754,5.0393,4.9636,5.0116,1456271
2023-09-19,5.0434,5.0665,5.0135,5.0445,1492207
2023-09-20,5.0731,5.1316,5.0647,5.1026,1467911
2023-09-21,5.0767,5.1063,5.039,5.0872,1518859
2023-09-22,5.1781,5.1899,5.1022,5.1467,1581512
2023-09-25,5.1365,5.1563,5.0905,5.1245,1593047
2023-09-26,5.212,5.2341,5.1213,5.1237,1363693
2023-09-27,5.2117,5.2294,5.2036,5.215,1453628
2023-09-28,5.2986,5.3008,5.2525,5.2977,1440261
2023-09-29,5.2078,5.2832,5.2018,5.2689,1618678
2023-10-02,5.2748,5.3085,5.2722,5.2761,1457265
